STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/23/2020,3.8,W,,,0,W2400,0,W,0,W,54,HS,65,W,48,W,60,W,50,W,8.9,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/24/2020,4.03,W,,,0,W2400,0,W,0,W,58,HS,71,W,50,W,280,W,270,W,8.9,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/25/2020,6.71,W,,,0.11,W2400,0,W,0,W,60,HS,63,W,55,W,210,W,220,W,14.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/26/2020,5.59,W,,,0,TW2400,0,W,0,W,57,HS,66,W,52,W,30,W,20,W,13,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/27/2020,6.93,W,,,0,W2400,0,W,0,W,61,HS,75,W,48,W,20,W,10,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/28/2020,7.16,W,,,0,W2400,0,W,0,W,67,HS,82,W,57,W,340,W,350,W,14.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/29/2020,7.61,W,,,0,W2400,0,W,0,W,70,HS,80,W,58,W,10,W,10,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/30/2020,8.05,W,,,1.14,W2400,0,W,0,W,60,HS,60,W,50,W,180,W,190,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,5/31/2020,8.28,W,,,0.18,W2400,0,W,0,W,53,HS,63,W,49,W,170,W,200,W,15,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/1/2020,6.93,W,,,0,W2400,0,W,0,W,57,HS,68,W,50,W,30,W,260,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/2/2020,5.37,W,,,0,TW2400,0,W,0,W,59,HS,66,W,50,W,10,W,360,W,17,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/3/2020,6.93,W,,,0,W2400,0,W,0,W,56,HS,66,W,50,W,20,W,20,W,16.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/4/2020,5.82,W,,,0,W2400,0,W,0,W,59,HS,70,W,53,W,10,W,10,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/5/2020,6.26,W,,,0,W2400,0,W,0,W,58,HS,66,W,51,W,30,W,20,W,16.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/6/2020,10.51,W,,,0.01,W2400,0,W,0,W,57,HS,63,W,51,W,230,W,210,W,17,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/7/2020,10.07,W,,,0.02,W2400,0,W,0,W,54,HS,64,W,50,W,210,W,220,W,16.1,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/8/2020,12.3,W,,,0.03,W2400,0,W,0,W,57,HS,64,W,51,W,220,W,220,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/9/2020,7.61,W,,,0.45,W2400,0,W,0,W,56,HS,62,W,51,W,240,W,170,W,13,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/10/2020,4.25,W,,,0.02,W2400,0,W,0,W,60,HS,72,W,55,W,260,W,270,W,14.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/11/2020,4.92,W,,,0.12,W2400,0,W,0,W,62,HS,71,W,57,W,180,W,180,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/12/2020,7.61,W,,,0.27,W2400,0,W,0,W,60,HS,59,W,53,W,210,W,220,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/13/2020,8.72,W,,,0.11,W2400,0,W,0,W,56,HS,63,W,51,W,220,W,210,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/14/2020,9.17,W,,,0,W2400,0,W,0,W,56,HS,67,W,49,W,200,W,200,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/15/2020,9.62,W,,,0.18,W2400,0,W,0,W,58,HS,64,W,53,W,210,W,220,W,19.9,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/16/2020,6.71,W,,,0.01,W2400,0,W,0,W,56,HS,68,W,51,W,340,W,230,W,16.1,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/17/2020,5.82,W,,,0,W2400,0,W,0,W,60,HS,73,W,50,W,30,W,210,W,12.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/18/2020,7.38,W,,,0,W2400,0,W,0,W,64,HS,77,W,53,W,360,W,360,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/19/2020,4.92,W,,,0,W2400,0,W,0,W,68,HS,81,W,56,W,210,W,210,W,12.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/20/2020,9.4,W,,,0.03,W2400,0,W,0,W,67,HS,74,W,60,W,220,W,220,W,21,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/21/2020,7.83,W,,,0,W2400,0,W,0,W,63,HS,71,W,56,W,220,W,240,W,14.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/22/2020,7.61,W,,,0,W2400,0,W,0,W,63,HS,80,W,52,W,350,W,340,W,16.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/23/2020,7.38,W,,,0,W2400,0,W,0,W,70,HS,85,W,58,W,30,W,360,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/24/2020,7.61,W,,,0,W2400,0,W,0,W,69,HS,78,W,61,W,210,W,210,W,19.9,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/25/2020,7.16,W,,,0,W2400,0,W,0,W,67,HS,81,W,56,W,330,W,300,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/26/2020,5.59,W,,,0,W2400,0,W,0,W,70,HS,82,W,57,W,30,W,30,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/27/2020,8.28,W,,,0.56,W2400,0,W,0,W,62,HS,64,W,56,W,210,W,210,W,15,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/28/2020,6.04,W,,,0.34,W2400,0,W,0,W,58,HS,71,W,52,W,340,W,340,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/29/2020,10.51,W,,,0,W2400,0,W,0,W,62,HS,72,W,54,W,220,W,220,W,18.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,6/30/2020,13.65,W,,,0.13,W2400,0,W,0,W,60,HS,66,W,54,W,230,W,220,W,21,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/1/2020,12.97,W,,,0.01,W2400,0,W,0,W,58,HS,66,W,54,W,220,W,220,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/2/2020,10.51,W,,,0,TW2400,0,W,0,W,58,HS,67,W,55,W,180,W,180,W,19.9,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/3/2020,6.26,W,,,0,W2400,0,W,0,W,60,HS,66,W,55,W,220,W,220,W,15,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/4/2020,5.37,W,,,0,W2400,0,W,0,W,60,HS,71,W,54,W,350,W,280,W,12.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/5/2020,5.14,W,,,0,W2400,0,W,0,W,63,HS,74,W,55,W,240,W,20,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/6/2020,7.83,W,,,0,W2400,0,W,0,W,63,HS,72,W,56,W,220,W,220,W,15,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/7/2020,8.95,W,,,0,W2400,0,W,0,W,62,HS,70,W,56,W,220,W,200,W,18.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/8/2020,6.04,W,,,0,W2400,0,W,0,W,62,HS,73,W,56,W,220,W,260,W,10.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/9/2020,6.71,W,,,0.01,W2400,0,W,0,W,64,HS,72,W,58,W,210,W,310,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/10/2020,5.37,W,,,0,W2400,0,W,0,W,62,HS,73,W,54,W,220,W,210,W,10.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/11/2020,9.17,W,,,0,TW2400,0,W,0,W,63,HS,70,W,54,W,220,W,210,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/12/2020,9.84,W,,,0,TW2400,0,W,0,W,62,HS,72,W,59,W,40,W,40,W,19.9,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/13/2020,8.5,W,,,0,W2400,0,W,0,W,64,HS,76,W,55,W,350,W,340,W,15,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/14/2020,7.38,W,,,0,W2400,0,W,0,W,67,HS,81,W,54,W,360,W,360,W,17,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/15/2020,6.93,W,,,0,W2400,0,W,0,W,71,HS,84,W,57,W,290,W,360,W,14.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/16/2020,6.49,W,,,0,W2400,0,W,0,W,69,HS,77,W,58,W,230,W,230,W,13,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/17/2020,5.82,W,,,0.13,W2400,0,W,0,W,65,HS,72,W,58,W,10,W,220,W,10.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/18/2020,8.28,W,,,0,W2400,0,W,0,W,66,HS,80,W,57,W,340,W,350,W,21,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/19/2020,7.16,W,,,0,W2400,0,W,0,W,72,HS,84,W,59,W,340,W,330,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/20/2020,6.93,W,,,0,W2400,0,W,0,W,74,HS,87,W,62,W,350,W,320,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/21/2020,6.71,W,,,0,W2400,0,W,0,W,72,HS,81,W,62,W,210,W,220,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/22/2020,6.49,W,,,0.02,W2400,0,W,0,W,66,HS,73,W,59,W,200,W,200,W,12.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/23/2020,7.38,W,,,0,W2400,0,W,0,W,63,HS,69,W,58,W,220,W,290,W,14.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/24/2020,8.5,W,,,0,W2400,0,W,0,W,62,HS,72,W,56,W,30,W,30,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/25/2020,8.72,W,,,0,W2400,0,W,0,W,65,HS,78,W,56,W,10,W,340,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/26/2020,9.62,W,,,0,W2400,0,W,0,W,71,HS,88,W,59,W,20,W,10,W,15,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/27/2020,3.8,W,,,0,W2400,0,W,0,W,77,HS,94,W,63,W,20,W,20,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/28/2020,6.04,W,,,0,W2400,0,W,0,W,72,HS,81,W,58,W,190,W,200,W,14.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/29/2020,5.37,W,,,0,W2400,0,W,0,W,69,HS,86,W,56,W,300,W,320,W,12.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/30/2020,6.49,W,,,0,W2400,0,W,0,W,74,HS,90,W,61,W,360,W,230,W,13,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,7/31/2020,8.5,W,,,0,W2400,0,W,0,W,74,HS,83,W,60,W,240,W,220,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/1/2020,4.7,W,,,0,W2400,0,W,0,W,65,HS,76,W,58,W,210,W,210,W,10.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/2/2020,5.82,W,,,0,W2400,0,W,0,W,68,HS,82,W,57,W,220,W,220,W,15,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/3/2020,7.61,W,,,0,W2400,0,W,0,W,69,HS,82,W,60,W,30,W,330,W,14.1,W,32,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/4/2020,7.61,W,,,0,W2400,0,W,0,W,72,HS,84,W,61,W,330,W,220,W,16.1,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/5/2020,5.82,W,,,0,W2400,0,W,0,W,71,HS,81,W,59,W,180,W,190,W,14.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/6/2020,10.51,W,,,0.08,W2400,0,W,0,W,66,HS,73,W,58,W,30,W,50,W,19.9,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/7/2020,6.04,W,,,0,TW2400,0,W,0,W,63,HS,75,W,58,W,340,W,340,W,14.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/8/2020,4.7,W,,,0.01,W2400,0,W,0,W,62,HS,69,W,58,W,350,W,350,W,13,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/9/2020,6.71,W,,,0,W2400,0,W,0,W,64,HS,77,W,53,W,350,W,320,W,15,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/10/2020,6.49,W,,,0,W2400,0,W,0,W,68,HS,82,W,56,W,360,W,10,W,14.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/11/2020,8.05,W,,,0,W2400,0,W,0,W,66,HS,76,W,57,W,210,W,210,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/12/2020,5.59,W,,,0,W2400,0,W,0,W,61,HS,71,W,55,W,240,W,220,W,10.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/13/2020,7.38,W,,,0,W2400,0,W,0,W,62,HS,75,W,52,W,20,W,20,W,15,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/14/2020,8.95,W,,,0,W2400,0,W,0,W,67,HS,81,W,55,W,340,W,330,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/15/2020,10.07,W,,,0,W2400,0,W,0,W,72,HS,88,W,61,W,10,W,20,W,19.9,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/16/2020,4.92,W,,,0,W2400,0,W,0,W,77,HS,98,W,63,W,210,W,240,W,13,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/17/2020,6.71,W,,,0,W2400,0,W,0,W,78,HS,88,W,64,W,210,W,180,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/18/2020,6.71,W,,,0,W2400,0,W,0,W,71,HS,81,W,61,W,190,W,190,W,13,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/19/2020,5.37,W,,,0,W2400,0,W,0,W,69,HS,83,W,59,W,200,W,230,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/20/2020,6.49,W,,,0.08,W2400,0,W,0,W,71,HS,80,W,62,W,200,W,210,W,13,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/21/2020,10.51,W,,,0.11,W2400,0,W,0,W,69,HS,71,W,60,W,210,W,200,W,21,W,29.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/22/2020,10.29,W,,,0.01,W2400,0,W,0,W,65,HS,75,W,58,W,350,W,350,W,18.1,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/23/2020,7.61,W,,,0,W2400,0,W,0,W,65,HS,77,W,55,W,20,W,10,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/24/2020,6.49,W,,,0,W2400,0,W,0,W,65,HS,76,W,56,W,300,W,280,W,12.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/25/2020,6.93,W,,,0,W2400,0,W,0,W,65,HS,78,W,54,W,350,W,350,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/26/2020,7.38,W,,,0,W2400,0,W,0,W,67,HS,78,W,57,W,340,W,360,W,19.9,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/27/2020,5.82,W,,,0,W2400,0,W,0,W,67,HS,81,W,55,W,20,W,330,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/28/2020,7.38,W,,,0,W2400,0,W,0,W,68,HS,78,W,58,W,30,W,50,W,15,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/29/2020,5.59,W,,,0,W2400,0,W,0,W,66,HS,70,W,55,W,40,W,30,W,15,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/30/2020,6.26,W,,,0,TW2400,0,W,0,W,61,HS,73,W,51,W,20,W,20,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,8/31/2020,3.8,W,,,0.02,W2400,0,W,0,W,61,HS,71,W,54,W,290,W,330,W,14.1,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/1/2020,5.59,W,,,0,W2400,0,W,0,W,65,HS,81,W,56,W,290,W,290,W,15,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/2/2020,6.71,W,,,0,W2400,0,W,0,W,70,HS,81,W,57,W,350,W,340,W,17,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/3/2020,9.17,W,,,0,W2400,0,W,0,W,69,HS,84,W,56,W,350,W,10,W,16.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/4/2020,7.61,W,,,0,W2400,0,W,0,W,71,HS,83,W,59,W,190,W,240,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/5/2020,5.82,W,,,0,W2400,0,W,0,W,65,HS,75,W,59,W,210,W,200,W,12.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/6/2020,7.83,W,,,0,W2400,0,W,0,W,66,HS,81,W,56,W,350,W,360,W,14.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/7/2020,14.76,W,,,0,W2400,0,W,0,W,70,HS,84,W,61,W,330,W,340,W,25.9,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/8/2020,14.76,W,,,0,W2400,0,W,0,W,73,HS,83,W,63,W,110,W,110,W,19.9,W,29.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/9/2020,12.97,W,,,0,W2400,0,W,0,W,71,HS,88,W,59,W,10,W,,,17,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/10/2020,6.26,W,,,0,W2400,0,W,0,W,76,HS,91,W,61,W,350,W,,,13,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/11/2020,6.71,W,,,0,W2400,0,W,0,W,65,HS,73,W,53,W,200,W,,,10.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/12/2020,4.03,W,,,0,W2400,0,W,0,W,59,HS,61,W,51,W,170,W,,,6.9,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/13/2020,2.68,W,,,0,W2400,0,W,0,W,55,HS,64,W,50,W,130,W,,,6.9,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/14/2020,2.01,W,,,0.05,W2400,0,W,0,W,60,HS,69,W,55,W,300,W,,,6,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/15/2020,3.8,W,,,0.01,W2400,0,W,0,W,65,HS,75,W,61,W,350,W,,,8.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/16/2020,4.92,W,,,0,W2400,0,W,0,W,66,HS,71,W,59,W,30,W,,,12.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/17/2020,4.47,W,,,0,W2400,0,W,0,W,66,HS,74,W,59,W,300,W,,,10.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/18/2020,6.26,W,,,0.29,W2400,0,W,0,W,64,HS,66,W,60,W,130,W,,,10.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/19/2020,9.62,W,,,0.04,W2400,0,W,0,W,63,HS,72,W,59,W,220,W,,,16.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/20/2020,3.58,W,,,0.07,W2400,0,W,0,W,62,HS,71,W,58,W,260,W,,,8.1,W,,
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/21/2020,4.47,W,,,0,W2400,0,W,0,W,61,HS,70,W,54,W,180,W,230,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/22/2020,6.26,W,,,0.11,W2400,0,W,0,W,65,HS,73,W,59,W,220,W,200,W,15,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/23/2020,11.18,W,,,1.08,W2400,0,W,0,W,63,HS,63,W,58,W,170,W,140,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/24/2020,12.53,W,,,0.08,W2400,0,W,0,W,60,HS,66,W,57,W,190,W,190,W,18.1,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/25/2020,12.3,W,,,0.75,W2400,0,W,0,W,59,HS,63,W,55,W,230,W,220,W,21,W,32,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/26/2020,9.84,W,,,0,TW2400,0,W,0,W,58,HS,65,W,53,W,210,W,210,W,19.9,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/27/2020,6.04,W,,,0,W2400,0,W,0,W,59,HS,70,W,53,W,360,W,20,W,13,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/28/2020,8.5,W,,,0,W2400,0,W,0,W,61,HS,76,W,52,W,10,W,10,W,18.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/29/2020,7.16,W,,,0,W2400,0,W,0,W,64,HS,80,W,54,W,10,W,360,W,15,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,9/30/2020,1.34,W,,,0,W2400,0,W,0,W,65,HS,76,W,55,W,300,W,360,W,6.9,W,8.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,10/1/2020,3.58,W,,,0,W2400,0,W,0,W,62,HS,72,W,54,W,350,W,280,W,8.1,W,12.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,10/2/2020,2.68,W,,,0,W2400,0,W,0,W,62,HS,73,W,54,W,290,W,300,W,8.1,W,10.1,W
